t,x_a,y_a,z_a,x_b,y_b,z_b,separation
24.24000,9.662086,12.066813,25.194520,-10.608961,-4.123165,35.937533,28.0792283650
24.24500,9.781127,12.136595,25.445230,-10.282024,-3.696045,35.664288,27.5251094123
24.25000,9.897490,12.195127,25.702833,-9.950922,-3.298255,35.367547,26.9705587465
24.25500,10.010745,12.241812,25.966567,-9.617291,-2.929904,35.050350,26.4188543848
24.26000,10.120449,12.276092,26.235600,-9.282687,-2.590784,34.715585,25.8730714953
24.26500,10.226160,12.297455,26.509037,-8.948572,-2.280404,34.365970,25.3360552521
24.27000,10.327430,12.305443,26.785921,-8.616306,-1.998038,34.004032,24.8103979769
24.27500,10.423813,12.299663,27.065235,-8.287145,-1.742761,33.632093,24.2984205773
24.28000,10.514869,12.279789,27.345911,-7.962230,-1.513487,33.252272,23.8021582842
24.28500,10.600162,12.245572,27.626835,-7.642595,-1.309008,32.866475,23.3233506996
24.29000,10.679271,12.196849,27.906856,-7.329160,-1.128027,32.476410,22.8634361735
24.29500,10.751787,12.133541,28.184789,-7.022734,-0.969185,32.083584,22.4235505317
24.30000,10.817320,12.055667,28.459430,-6.724022,-0.831088,31.689322,22.0045301615
24.30500,10.875503,11.963341,28.729565,-6.433625,-0.712335,31.294774,21.6069194202
24.31000,10.925995,11.856778,28.993978,-6.152045,-0.611530,30.900928,21.2309822716
24.31500,10.968483,11.736293,29.251464,-5.879696,-0.527302,30.508628,20.8767179594
24.32000,11.002689,11.602304,29.500843,-5.616901,-0.458321,30.118585,20.5438804198
24.32500,11.028370,11.455326,29.740964,-5.363907,-0.403302,29.731388,20.2320010140
24.33000,11.045323,11.295970,29.970727,-5.120886,-0.361019,29.347526,19.9404140417
24.33500,11.053388,11.124942,30.189083,-4.887945,-0.330309,28.967392,19.6682843895
24.34000,11.052447,10.943030,30.395053,-4.665128,-0.310076,28.591300,19.4146365932
24.34500,11.042431,10.751101,30.587733,-4.452428,-0.299293,28.219494,19.1783845416
24.35000,11.023315,10.550093,30.766305,-4.249789,-0.297004,27.852159,18.9583610494
24.35500,10.995125,10.341003,30.930042,-4.057111,-0.302323,27.489429,18.7533465577
24.36000,10.957935,10.124878,31.078318,-3.874259,-0.314435,27.131397,18.5620962941
24.36500,10.911868,9.902801,31.210608,-3.701068,-0.332592,26.778121,18.3833653234
24.37000,10.857093,9.675886,31.326495,-3.537343,-0.356115,26.429629,18.2159310422
24.37500,10.793827,9.445259,31.425670,-3.382870,-0.384385,26.085927,18.0586128009
24.38000,10.722331,9.212049,31.507933,-3.237414,-0.416846,25.747001,17.9102884676
24.38500,10.642907,8.977377,31.573191,-3.100729,-0.452998,25.412824,17.7699078724
24.39000,10.555898,8.742347,31.621456,-2.972554,-0.492398,25.083357,17.6365031808
24.39500,10.461684,8.508028,31.652839,-2.852623,-0.534650,24.758554,17.5091963350
24.40000,10.360675,8.275455,31.667547,-2.740665,-0.579410,24.438362,17.3872037754
24.40500,10.253313,8.045610,31.665877,-2.636406,-0.626375,24.122725,17.2698387045
24.41000,10.140064,7.819424,31.648204,-2.539571,-0.675287,23.811584,17.1565111894
24.41500,10.021415,7.597764,31.614981,-2.449887,-0.725922,23.504879,17.0467264167
24.42000,9.897869,7.381430,31.566724,-2.367085,-0.778096,23.202552,16.9400814121
24.42500,9.769945,7.171151,31.504006,-2.290901,-0.831655,22.904543,16.8362605351
24.43000,9.638166,6.967585,31.427449,-2.221076,-0.886475,22.610798,16.7350300344
24.43500,9.503064,6.771314,31.337714,-2.157359,-0.942461,22.321260,16.6362319340
24.44000,9.365168,6.582844,31.235494,-2.099507,-0.999542,22.035879,16.5397774887
24.44500,9.225006,6.402608,31.121503,-2.047286,-1.057671,21.754606,16.4456404211
24.45000,9.083100,6.230967,30.996474,-2.000472,-1.116821,21.477395,16.3538501220
24.45500,8.939962,6.068211,30.861143,-1.958851,-1.176986,21.204204,16.2644849689
24.46000,8.796089,5.914564,30.716252,-1.922219,-1.238177,20.934993,16.1776658869
24.46500,8.651968,5.770185,30.562537,-1.890384,-1.300421,20.669727,16.0935502536
24.47000,8.508064,5.635176,30.400726,-1.863164,-1.363760,20.408373,16.0123262227
24.47500,8.364825,5.509585,30.231531,-1.840389,-1.428248,20.150904,15.9342075220
24.48000,8.222678,5.393408,30.055647,-1.821899,-1.493956,19.897293,15.8594287608
24.48500,8.082029,5.286599,29.873751,-1.807547,-1.560960,19.647521,15.7882412665
24.49000,7.943259,5.189070,29.686492,-1.797197,-1.629353,19.401569,15.7209094527
24.49500,7.806726,5.100700,29.494496,-1.790723,-1.699232,19.159425,15.6577077145
24.50000,7.672764,5.021337,29.298365,-1.788012,-1.770708,18.921077,15.5989178298
24.50500,7.541682,4.950803,29.098668,-1.788960,-1.843898,18.686522,15.5448268438
24.51000,7.413767,4.888902,28.895951,-1.793477,-1.918927,18.455757,15.4957254030
24.51500,7.289279,4.835417,28.690728,-1.801480,-1.995928,18.228786,15.4519065022
24.52000,7.168456,4.790121,28.483490,-1.812900,-2.075042,18.005616,15.4136646062
24.52500,7.051513,4.752776,28.274696,-1.827676,-2.156416,17.786259,15.3812951014
24.53000,6.938643,4.723141,28.064781,-1.845759,-2.240204,17.570734,15.3550940372
24.53500,6.830017,4.700968,27.854156,-1.867109,-2.326568,17.359064,15.3353581132
24.54000,6.725785,4.686010,27.643205,-1.891697,-2.415673,17.151276,15.3223848704
24.54500,6.626080,4.678024,27.432292,-1.919502,-2.507695,16.947406,15.3164730451
24.55000,6.531014,4.676767,27.221757,-1.950514,-2.602812,16.747495,15.3179230491
24.55500,6.440684,4.682006,27.011923,-1.984733,-2.701212,16.551592,15.3270375367
24.56000,6.355171,4.693512,26.803091,-2.022166,-2.803086,16.359751,15.3441220270
24.56500,6.274538,4.711065,26.595547,-2.062832,-2.908633,16.172038,15.3694855499
24.57000,6.198838,4.734456,26.389561,-2.106757,-3.018060,15.988523,15.4034412865
24.57500,6.128111,4.763484,26.185389,-2.153976,-3.131577,15.809289,15.4463071794
24.58000,6.062383,4.797961,25.983275,-2.204533,-3.249403,15.634428,15.4984064893
24.58500,6.001673,4.837709,25.783448,-2.258482,-3.371762,15.464041,15.5600682785
24.59000,5.945988,4.882560,25.586132,-2.315883,-3.498886,15.298244,15.6316278022
24.59500,5.895329,4.932362,25.391537,-2.376807,-3.631011,15.137163,15.7134267930
24.60000,5.849688,4.986968,25.199870,-2.441331,-3.768383,14.980937,15.8058136247
24.60500,5.809051,5.046249,25.011328,-2.509542,-3.911250,14.829724,15.9091433431
24.61000,5.773400,5.110081,24.826104,-2.581535,-4.059870,14.683692,16.0237775538
24.61500,5.742711,5.178354,24.644386,-2.657411,-4.214505,14.543031,16.1500841567
24.62000,5.716955,5.250968,24.466359,-2.737282,-4.375422,14.407947,16.2884369192
24.62500,5.696101,5.327832,24.292206,-2.821266,-4.542895,14.278666,16.4392148797
24.63000,5.680116,5.408864,24.122106,-2.909488,-4.717202,14.155436,16.6028015720
24.63500,5.668964,5.493989,23.956239,-3.002083,-4.898624,14.038529,16.7795840627
24.64000,5.662606,5.583142,23.794785,-3.099190,-5.087446,13.928239,16.9699517924
24.64500,5.661004,5.676264,23.637923,-3.200959,-5.283956,13.824891,17.1742952075
24.65000,5.664119,5.773300,23.485834,-3.307543,-5.488442,13.728835,17.3930041735
24.65500,5.671909,5.874203,23.338702,-3.419104,-5.701192,13.640454,17.6264661527
24.66000,5.684334,5.978929,23.196711,-3.535809,-5.922493,13.560163,17.8750641305
24.66500,5.701355,6.087436,23.060048,-3.657831,-6.152626,13.488414,18.1391742714
24.67000,5.722929,6.199686,22.928907,-3.785348,-6.391867,13.425694,18.4191632816
24.67500,5.749017,6.315642,22.803480,-3.918544,-6.640482,13.372533,18.7153854533
24.68000,5.779578,6.435266,22.683968,-4.057605,-6.898728,13.329501,19.0281793619
24.68500,5.814572,6.558520,22.570574,-4.202720,-7.166843,13.297216,19.3578641843
24.69000,5.853960,6.685365,22.463506,-4.354081,-7.445046,13.276341,19.7047356035
24.69500,5.897699,6.815756,22.362978,-4.511881,-7.733533,13.267590,20.0690612606
24.70000,5.945752,6.949645,22.269207,-4.676310,-8.032469,13.271731,20.4510757155
24.70500,5.998075,7.086979,22.182416,-4.847559,-8.341984,13.289584,20.8509748718
24.71000,6.054628,7.227696,22.102835,-5.025814,-8.662167,13.322027,21.2689098243
24.71500,6.115367,7.371729,22.030696,-5.211253,-8.993054,13.369996,21.7049800838
24.72000,6.180249,7.518996,21.966238,-5.404049,-9.334625,13.434486,22.1592261384
24.72500,6.249226,7.669408,21.909704,-5.604362,-9.686794,13.516552,22.6316213117
24.73000,6.322250,7.822861,21.861341,-5.812338,-10.049393,13.617309,23.1220628832
24.73500,6.399269,7.979239,21.821400,-6.028107,-10.422170,13.737929,23.6303624453
24.74000,6.480228,8.138407,21.790135,-6.251777,-10.804768,13.879643,24.1562354823
24.74500,6.565067,8.300215,21.767803,-6.483429,-11.196718,14.043731,24.6992901685
24.75000,6.653721,8.464493,21.754661,-6.723118,-11.597423,14.231525,25.2590154040
24.75500,6.746119,8.631050,21.750968,-6.970859,-12.006142,14.444395,25.8347681302
24.76000,6.842187,8.799675,21.756982,-7.226631,-12.421976,14.683744,26.4257599924
24.76500,6.941839,8.970130,21.772957,-7.490362,-12.843851,14.950996,27.0310434560
24.77000,7.044984,9.142153,21.799145,-7.761929,-13.270500,15.247578,27.6494975220
24.77500,7.151521,9.315456,21.835790,-8.041147,-13.700452,15.574909,28.2798132351
24.78000,7.261339,9.489723,21.883131,-8.327763,-14.132011,15.934375,28.9204792349
24.78500,7.374317,9.664605,21.941395,-8.621448,-14.563243,16.327304,29.5697676617
24.79000,7.490321,9.839726,22.010795,-8.921790,-14.991963,16.754940,30.2257207977
24.79500,7.609206,10.014677,22.091531,-9.228281,-15.415724,17.218409,30.8861388967
24.80000,7.730813,10.189014,22.183781,-9.540314,-15.831811,17.718683,31.5485697369
24.80500,7.854966,10.362263,22.287705,-9.857172,-16.237235,18.256537,32.2103005028
24.81000,7.981477,10.533915,22.403434,-10.178022,-16.628738,18.832508,32.8683526841
24.81500,8.110138,10.703426,22.531071,-10.501903,-17.002801,19.446843,33.5194807417
24.82000,8.240728,10.870221,22.670686,-10.827726,-17.355661,20.099451,34.1601753465
24.82500,8.373004,11.033690,22.822309,-11.154265,-17.683333,20.789849,34.7866720292
24.83000,8.506707,11.193194,22.985931,-11.480154,-17.981651,21.517112,35.3949660807
24.83500,8.641556,11.348062,23.161496,-11.803889,-18.246310,22.279820,35.9808345115
24.84000,8.777254,11.497599,23.348896,-12.123825,-18.472923,23.076009,36.5398657917
24.84500,8.913481,11.641081,23.547968,-12.438184,-18.657097,23.903135,37.0674979625
24.85000,9.049898,11.777768,23.758491,-12.745062,-18.794507,24.758037,37.5590655031
24.85500,9.186145,11.906901,23.980178,-13.042438,-18.880993,25.636919,38.0098550780
24.86000,9.321844,12.027708,24.212675,-13.328197,-18.912657,26.535341,38.4151699478
24.86500,9.456596,12.139413,24.455557,-13.600142,-18.885978,27.448232,38.7704024378
24.87000,9.589984,12.241239,24.708323,-13.856024,-18.797919,28.369921,39.0711134043
24.87500,9.721574,12.332417,24.970395,-14.093572,-18.646041,29.294187,39.3131171606
24.88000,9.850915,12.412192,25.241118,-14.310521,-18.428612,30.214334,39.4925698363
24.88500,9.977544,12.479831,25.519754,-14.504653,-18.144706,31.123292,39.6060586769
24.89000,10.100983,12.534634,25.805486,-14.673833,-17.794285,32.013733,39.6506893927
24.89500,10.220745,12.575939,26.097417,-14.816053,-17.378264,32.878208,39.6241683641
24.90000,10.336337,12.603138,26.394572,-14.929472,-16.898548,33.709303,39.5248763553
24.90500,10.447259,12.615677,26.695903,-15.012454,-16.358045,34.499800,39.3519304033
24.91000,10.553012,12.613075,27.000290,-15.063612,-15.760644,35.242844,39.1052307650
24.91500,10.653100,12.594925,27.306550,-15.081838,-15.111157,35.932106,38.7854902276
24.92000,10.747033,12.560909,27.613443,-15.066332,-14.415239,36.561938,38.3942437053
24.92500,10.834330,12.510801,27.919679,-15.016631,-13.679269,37.127505,37.9338368389
24.93000,10.914528,12.444479,28.223931,-14.932616,-12.910205,37.624896,37.4073932334
24.93500,10.987181,12.361929,28.524841,-14.814529,-12.115432,38.051212,36.8187609515
24.94000,11.051867,12.263247,28.821037,-14.662964,-11.302579,38.404605,36.1724398681
24.94500,11.108193,12.148647,29.111139,-14.478860,-10.479343,38.684301,35.4734923977
24.95000,11.155798,12.018463,29.393782,-14.263487,-9.653316,38.890575,34.7274408786
24.95500,11.194358,11.873145,29.667617,-14.018414,-8.831812,39.024701,33.9401554744
24.96000,11.223589,11.713261,29.931339,-13.745482,-8.021723,39.088869,33.1177367910
24.96500,11.243253,11.539493,30.183687,-13.446765,-7.229387,39.086080,32.2663975089
24.97000,11.253157,11.352630,30.423468,-13.124528,-6.460488,39.020024,31.3923471721
24.97500,11.253162,11.153563,30.649565,-12.781187,-5.719981,38.894949,30.5016839088
24.98000,11.243177,10.943277,30.860948,-12.419261,-5.012046,38.715518,29.6002963083
24.98500,11.223169,10.722837,31.056686,-12.041332,-4.340068,38.486676,28.6937779961
24.99000,11.193160,10.493381,31.235956,-11.650001,-3.706646,38.213520,27.7873567010
24.99500,11.153227,10.256104,31.398052,-11.247851,-3.113617,37.901176,26.8858388323
25.00000,11.103502,10.012247,31.542386,-10.837408,-2.562101,37.554699,25.9935698482
25.00500,11.044173,9.763080,31.668499,-10.421117,-2.052567,37.178978,25.1144100225
25.01000,10.975481,9.509892,31.776054,-10.001310,-1.584893,36.778666,24.2517246499
25.01500,10.897719,9.253970,31.864846,-9.580185,-1.158448,36.358124,23.4083872759
25.02000,10.811228,8.996595,31.934790,-9.159794,-0.772165,35.921382,22.5867942125
25.02500,10.716392,8.739018,31.985926,-8.742024,-0.424617,35.472113,21.7888884006
25.03000,10.613639,8.482455,32.018410,-8.328598,-0.114094,35.013619,21.0161905937
25.03500,10.503434,8.228073,32.032505,-7.921061,0.161332,34.548836,20.2698358559
25.04000,10.386274,7.976981,32.028578,-7.520788,0.403744,34.080336,19.5506134676
25.04500,10.262684,7.730219,32.007088,-7.128980,0.615323,33.610349,18.8590085027
25.05000,10.133214,7.488753,31.968577,-6.746675,0.798300,33.140777,18.1952435523
25.05500,9.998430,7.253469,31.913660,-6.374749,0.954916,32.673223,17.5593193151
25.06000,9.858913,7.025167,31.843014,-6.013926,1.087388,32.209018,16.9510530310
25.06500,9.715253,6.804561,31.757369,-5.664789,1.197879,31.749245,16.3701139836
25.07000,9.568042,6.592277,31.657494,-5.327788,1.288478,31.294769,15.8160555420
25.07500,9.417873,6.388852,31.544192,-5.003253,1.361182,30.846266,15.2883434271
25.08000,9.265335,6.194737,31.418287,-4.691400,1.417886,30.404243,14.7863800775
25.08500,9.111005,6.010297,31.280615,-4.392348,1.460371,29.969068,14.3095251519
25.09000,8.955450,5.835819,31.132016,-4.106123,1.490306,29.540988,13.8571123273
25.09500,8.799222,5.671510,30.973329,-3.832675,1.509240,29.120149,13.4284626542
25.10000,8.642853,5.517508,30.805383,-3.571880,1.518603,28.706615,13.0228947919
25.10500,8.486855,5.373883,30.628991,-3.323556,1.519713,28.300386,12.6397324922
25.11000,8.331715,5.240645,30.444944,-3.087467,1.513773,27.901404,12.2783097205
25.11500,8.177898,5.117747,30.254013,-2.863332,1.501879,27.509573,11.9379738037
25.12000,8.025841,5.005097,30.056937,-2.650835,1.485026,27.124764,11.6180869868
25.12500,7.875956,4.902558,29.854427,-2.449626,1.464111,26.746827,11.3180267567
25.13000,7.728625,4.809954,29.647163,-2.259333,1.439942,26.375592,11.0371852645
25.13500,7.584203,4.727082,29.435789,-2.079565,1.413239,26.010884,10.7749681429
25.14000,7.443017,4.653709,29.220918,-1.909916,1.384646,25.652518,10.5307929819
25.14500,7.305367,4.589585,29.003128,-1.749969,1.354736,25.300310,10.3040876822
25.15000,7.171525,4.534440,28.782964,-1.599304,1.324013,24.954075,10.0942888750
25.15500,7.041736,4.487995,28.560936,-1.457496,1.292921,24.613633,9.9008405493
25.16000,6.916220,4.449964,28.337526,-1.324121,1.261849,24.278809,9.7231929988
25.16500,6.795171,4.420054,28.113183,-1.198759,1.231134,23.949435,9.5608021586
25.17000,6.678761,4.397975,27.888327,-1.080994,1.201071,23.625347,9.4131293711
25.17500,6.567138,4.383437,27.663351,-0.970418,1.171912,23.306392,9.2796415911
25.18000,6.460430,4.376155,27.438622,-0.866630,1.143871,22.992423,9.1598120093
25.18500,6.358744,4.375852,27.214484,-0.769240,1.117132,22.683303,9.0531210564
25.19000,6.262168,4.382257,26.991255,-0.677868,1.091848,22.378899,8.9590577271
25.19500,6.170774,4.395114,26.769238,-0.592147,1.068148,22.079091,8.8771211547
25.20000,6.084618,4.414173,26.548712,-0.511722,1.046138,21.783761,8.8068223587
25.20500,6.003741,4.439201,26.329943,-0.436249,1.025903,21.492802,8.7476860827
25.21000,5.928171,4.469976,26.113179,-0.365399,1.007512,21.206112,8.6992526469
25.21500,5.857925,4.506288,25.898656,-0.298855,0.991019,20.923594,8.6610797406
25.22000,5.793008,4.547945,25.686596,-0.236313,0.976465,20.645158,8.6327440920
25.22500,5.733416,4.594767,25.477212,-0.177482,0.963882,20.370721,8.6138429630
25.23000,5.679137,4.646587,25.270707,-0.122086,0.953292,20.100203,8.6039954266
25.23500,5.630153,4.703253,25.067276,-0.069858,0.944709,19.833528,8.6028433999
25.24000,5.586438,4.764627,24.867108,-0.020547,0.938142,19.570626,8.6100524154
25.24500,5.547961,4.830584,24.670387,0.026089,0.933596,19.311430,8.6253121242
25.25000,5.514688,4.901012,24.477289,0.070278,0.931073,19.055877,8.6483365344
25.25500,5.486580,4.975809,24.287992,0.112239,0.930571,18.803908,8.6788639967
25.26000,5.463597,5.054888,24.102669,0.152179,0.932088,18.555466,8.7166569512
25.26500,5.445695,5.138170,23.921490,0.190294,0.935621,18.310497,8.7615014598
25.27000,5.432830,5.225589,23.744629,0.226772,0.941169,18.068950,8.8132065434
25.27500,5.424956,5.317084,23.572255,0.261791,0.948730,17.830777,8.8716033522
25.28000,5.422027,5.412605,23.404542,0.295521,0.958305,17.595931,8.9365441908
25.28500,5.423998,5.512111,23.241665,0.328122,0.969895,17.364370,9.0079014220
25.29000,5.430823,5.615565,23.083801,0.359748,0.983506,17.136050,9.0855662723
25.29500,5.442457,5.722936,22.931129,0.390546,0.999146,16.910934,9.1694475570
25.30000,5.458857,5.834199,22.783835,0.420654,1.016827,16.688982,9.2594703439
25.30500,5.479977,5.949330,22.642105,0.450206,1.036564,16.470160,9.3555745679
25.31000,5.505778,6.068311,22.506132,0.479331,1.058376,16.254433,9.4577136114
25.31500,5.536217,6.191121,22.376116,0.508151,1.082289,16.041771,9.5658528570
25.32000,5.571255,6.317744,22.252259,0.536784,1.108330,15.832143,9.6799682226
25.32500,5.610853,6.448158,22.134771,0.565343,1.136533,15.625521,9.8000446810
25.33000,5.654973,6.582344,22.023868,0.593939,1.166937,15.421879,9.9260747696
25.33500,5.703578,6.720275,21.919773,0.622678,1.199585,15.221194,10.0580570895
25.34000,5.756631,6.861921,21.822714,0.651664,1.234529,15.023443,10.1959947947
25.34500,5.814095,7.007246,21.732929,0.680998,1.271823,14.828608,10.3398940702
25.35000,5.875934,7.156206,21.650660,0.710779,1.311529,14.636670,10.4897625954
25.35500,5.942109,7.308747,21.576156,0.741105,1.353715,14.447614,10.6456079906
25.36000,6.012584,7.464807,21.509676,0.772072,1.398455,14.261429,10.8074362421
25.36500,6.087318,7.624308,21.451482,0.803775,1.445830,14.078104,10.9752501017
25.37000,6.166269,7.787160,21.401843,0.836309,1.495928,13.897632,11.1490474565
25.37500,6.249392,7.953258,21.361036,0.869768,1.548843,13.720010,11.3288196639
25.38000,6.336639,8.122478,21.329340,0.904248,1.604678,13.545237,11.5145498485
25.38500,6.427958,8.294678,21.307041,0.939843,1.663541,13.373315,11.7062111558
25.39000,6.523291,8.469694,21.294427,0.976650,1.725551,13.204253,11.9037649614
25.39500,6.622576,8.647339,21.291790,1.014766,1.790831,13.038059,12.1071590312
25.40000,6.725743,8.827402,21.299420,1.054290,1.859517,12.874750,12.3163256328
25.40500,6.832715,9.009645,21.317610,1.095323,1.931749,12.714344,12.5311795981
25.41000,6.943406,9.193800,21.346650,1.137967,2.007678,12.556868,12.7516163368
25.41500,7.057721,9.379571,21.386823,1.182329,2.087465,12.402352,12.9775098066
25.42000,7.175554,9.566629,21.438410,1.228517,2.171277,12.250833,13.2087104435
25.42500,7.296787,9.754608,21.501679,1.276643,2.259294,12.102354,13.4450430601
25.43000,7.421290,9.943112,21.576888,1.326821,2.351705,11.956965,13.6863047225
25.43500,7.548918,10.131703,21.664281,1.379172,2.448708,11.814725,13.9322626183
25.44000,7.679513,10.319909,21.764080,1.433817,2.550512,11.675701,14.1826519319
25.44500,7.812897,10.507215,21.876487,1.490885,2.657338,11.539970,14.4371737463
25.45000,7.948877,10.693069,22.001678,1.550507,2.769418,11.407617,14.6954929948
25.45500,8.087242,10.876879,22.139797,1.612822,2.886993,11.278741,14.9572364883
25.46000,8.227760,11.058012,22.290953,1.677973,3.010319,11.153452,15.2219910512
25.46500,8.370180,11.235795,22.455214,1.746107,3.139661,11.031872,15.4893017973
25.47000,8.514227,11.409520,22.632603,1.817381,3.275299,10.914139,15.7586705884
25.47500,8.659607,11.578438,22.823092,1.891954,3.417522,10.800407,16.0295547148
25.48000,8.806000,11.741770,23.026596,1.969995,3.566635,10.690846,16.3013658473
25.48500,8.953066,11.898703,23.242970,2.051677,3.722953,10.585646,16.5734693085
25.49000,9.100438,12.048399,23.471999,2.137184,3.886803,10.485019,16.8451837184
25.49500,9.247728,12.189996,23.713399,2.226704,4.058528,10.389196,17.1157810685
25.50000,9.394524,12.322617,23.966805,2.320433,4.238478,10.298435,17.3844872823
25.50500,9.540389,12.445372,24.231773,2.418578,4.427019,10.213021,17.6504833196
25.51000,9.684866,12.557370,24.507770,2.521350,4.624527,10.133269,17.9129068829
25.51500,9.827476,12.657722,24.794174,2.628971,4.831387,10.059522,18.1708547795
25.52000,9.967721,12.745556,25.090272,2.741669,5.047996,9.992163,18.4233859940
25.52500,10.105085,12.820022,25.395256,2.859684,5.274759,9.931610,18.6695255177
25.53000,10.239035,12.880302,25.708223,2.983260,5.512086,9.878322,18.9082689760
25.53500,10.369028,12.925626,26.028174,3.112653,5.760394,9.832804,19.1385880876
25.54000,10.494509,12.955277,26.354022,3.248123,6.020104,9.795608,19.3594369803
25.54500,10.614917,12.968607,26.684586,3.389942,6.291634,9.767339,19.5697593753
25.55000,10.729690,12.965045,27.018605,3.538386,6.575402,9.748659,19.7684966414
25.55500,10.838266,12.944113,27.354740,3.693739,6.871818,9.740289,19.9545967088
25.56000,10.940091,12.905431,27.691583,3.856291,7.181280,9.743019,20.1270238155
25.56500,11.034622,12.848730,28.027666,4.026337,7.504171,9.757705,20.2847690505
25.57000,11.121330,12.773862,28.361476,4.204175,7.840850,9.785280,20.4268616400
25.57500,11.199710,12.680805,28.691463,4.390105,8.191645,9.826758,20.5523809169
25.58000,11.269285,12.569672,29.016059,4.584429,8.556848,9.883236,20.6604688975
25.58500,11.329606,12.440712,29.333690,4.787446,8.936699,9.955899,20.7503433861
25.59000,11.380266,12.294317,29.642793,4.999452,9.331382,10.046027,20.8213115179
25.59500,11.420896,12.131015,29.941836,5.220734,9.741009,10.154998,20.8727836478
25.60000,11.451179,11.951477,30.229328,5.451569,10.165605,10.284289,20.9042874895
25.60500,11.470846,11.756506,30.503841,5.692222,10.605093,10.435479,20.9154824053
25.61000,11.479684,11.547031,30.764027,5.942934,11.059278,10.610253,20.9061737469
25.61500,11.477539,11.324102,31.008628,6.203924,11.527824,10.810397,20.8763271374
25.62000,11.464320,11.088876,31.236494,6.475381,12.010235,11.037799,20.8260825767
25.62500,11.439996,10.842603,31.446597,6.757453,12.505828,11.294441,20.7557682291
25.63000,11.404603,10.586615,31.638034,7.050244,13.013711,11.582393,20.6659137198
25.63500,11.358241,10.322308,31.810047,7.353806,13.532753,11.903802,20.5572627127
25.64000,11.301075,10.051125,31.962018,7.668123,14.061553,12.260874,20.4307844670
25.64500,11.233333,9.774541,32.093481,7.993106,14.598414,12.655855,20.2876839654
25.65000,11.155302,9.494041,32.204118,8.328579,15.141308,13.091003,20.1294100654
25.65500,11.067332,9.211110,32.293762,8.674269,15.687849,13.568557,19.9576609551
25.66000,10.969823,8.927207,32.362392,9.029788,16.235258,14.090693,19.7743859812
25.66500,10.863229,8.643758,32.410127,9.394622,16.780340,14.659480,19.5817826833
25.67000,10.748050,8.362135,32.437219,9.768117,17.319459,15.276824,19.3822876186
25.67500,10.624824,8.083647,32.444046,10.149458,17.848517,15.944396,19.1785593312
25.68000,10.494129,7.809524,32.431099,10.537664,18.362952,16.663565,18.9734516487
25.68500,10.356570,7.540913,32.398972,10.931565,18.857728,17.435314,18.7699754425
25.69000,10.212777,7.278867,32.348348,11.329790,19.327356,18.260147,18.5712471329
25.69500,10.063398,7.024338,32.279989,11.730758,19.765920,19.137997,18.3804226548
25.70000,9.909093,6.778177,32.194720,12.132667,20.167121,20.068124,18.2006163875
25.70500,9.750529,6.541128,32.093419,12.533489,20.524349,21.049014,18.0348057495
25.71000,9.588375,6.313831,31.977001,12.930962,20.830775,22.078285,17.8857237575
25.71500,9.423295,6.096822,31.846410,13.322604,21.079460,23.152598,17.7557437307
25.72000,9.255944,5.890533,31.702606,13.705712,21.263501,24.267579,17.6467622892
25.72500,9.086965,5.695302,31.546554,14.077384,21.376196,25.417772,17.5600885211
25.73000,8.916983,5.511372,31.379214,14.434540,21.411228,26.596604,17.4963482981
25.73500,8.746602,5.338903,31.201537,14.773958,21.362868,27.796401,17.4554128605
25.74000,8.576402,5.177971,31.014452,15.092310,21.226194,29.008427,17.4363597422
25.74500,8.406939,5.028582,30.818865,15.386216,20.997303,30.222983,17.4374718646
25.75000,8.238737,4.890674,30.615652,15.652299,20.673523,31.429541,17.4562774521
25.75500,8.072293,4.764130,30.405652,15.887253,20.253603,32.616936,17.4896297820
25.76000,7.908070,4.648777,30.189670,16.087908,19.737868,33.773597,17.5338222438
25.76500,7.746502,4.544403,29.968471,16.251305,19.128336,34.887821,17.5847312771
25.77000,7.587988,4.450756,29.742778,16.374774,18.428774,35.948073,17.6379778278
25.77500,7.432896,4.367556,29.513274,16.456000,17.644693,36.943306,17.6890971642
25.78000,7.281561,4.294496,29.280600,16.493089,16.783279,37.863280,17.7337071189
25.78500,7.134286,4.231253,29.045358,16.484633,15.853243,38.698870,17.7676658776
25.79000,6.991343,4.177491,28.808107,16.429747,14.864618,39.442333,17.7872120206
25.79500,6.852976,4.132865,28.569372,16.328108,13.828494,40.087535,17.7890813812
25.80000,6.719399,4.097027,28.329638,16.179967,12.756705,40.630115,17.7705972006
25.80500,6.590797,4.069629,28.089355,15.986153,11.661494,41.067578,17.7297318821
25.81000,6.467331,4.050327,27.848943,15.748054,10.555165,41.399310,17.6651402817
25.81500,6.349138,4.038784,27.608789,15.467586,9.449742,41.626529,17.5761658729
25.82000,6.236330,4.034670,27.369252,15.147143,8.356656,41.752159,17.4628222434
25.82500,6.128999,4.037669,27.130665,14.789540,7.286470,41.780649,17.3257532349
25.83000,6.027218,4.047476,26.893336,14.397943,6.248654,41.717753,17.1661755898
25.83500,5.931040,4.063801,26.657551,13.975798,5.251426,41.570267,16.9858082615
25.84000,5.840504,4.086370,26.423579,13.526747,4.301640,41.345768,16.7867925791
25.84500,5.755632,4.114925,26.191667,13.054556,3.404743,41.052338,16.5716072759
25.85000,5.676434,4.149225,25.962050,12.563038,2.564790,40.698308,16.3429820361
25.85500,5.602909,4.189044,25.734945,12.055985,1.784491,40.292030,16.1038127380
